,lower anxiety,upper anxiety
2025-07-01,69.55805342710408,87.34298990971247
2025-08-01,67.01443117539729,85.9859608408863
2025-09-01,75.83929792085563,90.45812438860366
2025-10-01,73.28074119629713,89.22769820316464
2025-11-01,71.72255296948858,88.45290942532262
2025-12-01,62.40116332387636,83.36737080202413
2026-01-01,73.4509758712096,89.31115530105942
2026-02-01,81.23088913264341,92.89330531027028
2026-03-01,74.17821848078434,89.66509706033528
2026-04-01,75.52850854113788,90.31135063705821
2026-05-01,67.74870451872381,86.3837423313025
2026-06-01,73.14334729774689,88.94246420305805
2026-07-01,70.73121905715062,88.4019622690257
2026-08-01,68.60598456509258,87.32992697577862
2026-09-01,75.36520349849296,90.60976475250351
2026-10-01,74.84868934628437,90.37203299957433
2026-11-01,69.3711993652776,87.7204588052871
2026-12-01,63.2174815500201,84.42553176686525
2027-01-01,73.5266179556824,89.75420743358471
2027-02-01,79.3235786878209,92.36682234996248
2027-03-01,85.13056048241386,94.7531157412439
2027-04-01,78.57477200912571,92.04297354659381
2027-05-01,68.903703125238,87.48248526627661
2027-06-01,69.7899550697818,87.88541610736745
2027-07-01,69.06051154238996,88.34504645689496
2027-08-01,66.66586240395465,87.16553463833182
2027-09-01,74.71436538354835,90.93745145049755
2027-10-01,73.04960468289252,90.20065127579689
2027-11-01,69.6482898131016,88.62681175388047
2027-12-01,61.625016596386466,84.50400613719032
2028-01-01,72.52368403363081,89.96342354524597
2028-02-01,79.60231916372429,92.98397104144256
2028-03-01,78.90460419893418,92.70199310328005
2028-04-01,76.06816915844317,91.52127429391979
2028-05-01,67.20902998866514,87.43762454973341
2028-06-01,70.62116019511602,88.9757789114852
2028-07-01,69.6735876865975,88.52482166705734
2028-08-01,67.41490105954455,87.41652991697264
2028-09-01,74.79818397867002,90.88096907990992
2028-10-01,73.76220495761667,90.42141721076122
2028-11-01,69.1877233687338,88.29020489016608
2028-12-01,62.1570356201568,84.65116273020931
2029-01-01,72.7874870707691,89.98149389829133
2029-02-01,79.21175847804034,92.75107497891265
2029-03-01,82.30694166580778,93.98360126497883
2029-04-01,77.20734243351178,91.91887455062194
2029-05-01,67.82443058915003,87.62084838999651
2029-06-01,69.85751546410745,88.54212286438698
2029-07-01,69.25039410150328,88.4696051192234
2029-08-01,66.91408488639084,87.3262419461162
2029-09-01,74.67338497135964,90.94637439472287
2029-10-01,73.29247892964592,90.33788958256302
2029-11-01,69.35109059655746,88.51780195106912
2029-12-01,61.767916769201165,84.6253754009368
2030-01-01,72.56032001252639,90.00929570183288
2030-02-01,79.3574600723912,92.90683979204465
2030-03-01,80.43812555919291,93.33776590869958
2030-04-01,76.51447766244806,91.73549742028123
2030-05-01,67.3970219742988,87.56660642485515
2030-06-01,70.18684814222372,88.82346374368723
