,lower anxiety,upper anxiety
2025-07-01,71.22179120355788,87.57300501608644
2025-08-01,70.93861269023724,88.61628686933605
2025-09-01,73.66366985678903,90.13790484324065
2025-10-01,72.90071264693795,89.83622542475476
2025-11-01,69.12775387926821,88.04717989926435
2025-12-01,61.49061736766607,84.01119225153461
2026-01-01,71.92496126454469,89.39658523393915
2026-02-01,78.76322502284123,92.42760319304482
2026-03-01,81.48863049927697,93.5432726664995
2026-04-01,78.07841785975798,92.1394534869234
2026-05-01,68.09938025676111,87.53939136161006
2026-06-01,69.06950695639874,88.02233380629889
2026-07-01,70.64352451338561,88.78867548166009
2026-08-01,71.05075961914545,88.98351170935969
2026-09-01,73.79064171518773,90.25893242297651
2026-10-01,72.97991654696726,89.887785998188
2026-11-01,69.17280722676333,88.07356388081361
2026-12-01,61.51542549909558,84.02677025219752
2027-01-01,71.93513329020686,89.40180859770261
2027-02-01,78.76716848290445,92.42948067907822
2027-03-01,81.49022733711575,93.54408782874822
2027-04-01,78.07916014313491,92.13997274882797
2027-05-01,68.09967165208434,87.53984470452936
2027-06-01,69.06948729668525,88.0226204349296
2027-07-01,70.64358807247932,88.78876989745591
2027-08-01,71.0508061728525,88.98354830018916
2027-09-01,73.79066613827104,90.25894650795958
2027-10-01,72.97992924242624,89.88779258770516
2027-11-01,69.17281396243737,88.07356743215509
2027-12-01,61.51542909379974,84.02677240785054
2028-01-01,71.93513473964404,89.40180933193665
2028-02-01,78.7671690376048,92.42948094611278
2028-03-01,81.49022755768831,93.54408794625289
2028-04-01,78.07916024143519,92.13997282515837
2028-05-01,68.0996716845852,87.53984477306673
2028-06-01,69.06948728527306,88.02262047974918
2028-07-01,70.64358807308648,88.78876991484262
2028-08-01,71.05080617111985,88.9835483093328
2028-09-01,73.79066613390322,90.25894651350978
2028-10-01,72.97992923624533,89.88779259231508
2028-11-01,69.17281395476387,88.07356743690725
2028-12-01,61.51542908473116,84.02677241358553
2029-01-01,71.93513473168186,89.40180933587388
2029-02-01,78.76716903091729,92.42948094898162
2029-03-01,81.4902275516173,93.54408794871294
2029-04-01,78.07916023452488,92.13997282809929
2029-05-01,68.09967167580135,87.53984477748932
2029-06-01,69.0694872766288,88.02262048402083
2029-07-01,70.64358806469681,88.7887699188723
2029-08-01,71.05080616279851,88.98354831330005
2029-09-01,73.79066612607852,90.2589465170677
2029-10-01,72.97992922826697,89.8877925959932
2029-11-01,69.17281394613612,88.07356744115756
2029-12-01,61.515429075152596,84.0267724190163
2030-01-01,71.93513472351341,89.40180933970777
2030-02-01,78.76716902415035,92.4294809518131
2030-03-01,81.49022754551422,93.54408795115671
2030-04-01,78.07916022759967,92.13997283102982
2030-05-01,68.09967166701162,87.53984478190283
2030-06-01,69.06948726798493,88.02262048828675
