,lower anxiety,upper anxiety
2025-07-01,69.3755309144076,87.85682151412944
2025-08-01,70.15846452666575,89.19738671161154
2025-09-01,72.92996574204271,90.58787080205009
2025-10-01,73.15525539376293,90.71651738055371
2025-11-01,73.24886258690009,90.76514264208652
2025-12-01,71.05473101881424,89.81074085132974
2026-01-01,71.0705843361201,89.81888333555166
2026-02-01,73.30774077616246,90.79444634621352
2026-03-01,73.31012356514896,90.79561240098639
2026-04-01,73.31106902704744,90.7960746576078
2026-05-01,73.31144407860626,90.7962579627136
2026-06-01,71.0809362639264,89.82416394590341
2026-07-01,71.08099825321231,89.82419548220894
2026-08-01,71.0810228391752,89.8242079901965
2026-09-01,73.31168452693606,90.79637546355812
2026-10-01,73.31168820756972,90.79637726271642
2026-11-01,73.31168966692807,90.79637797649207
2026-12-01,71.08103859776595,89.8242160097545
2027-01-01,71.08103883828444,89.82421613286307
2027-02-01,73.31169056456048,90.79637841717256
2027-03-01,73.31169059993788,90.79637843514944
2027-04-01,73.31169061351434,90.79637844247371
2027-05-01,73.31169061844412,90.79637844557297
2027-06-01,71.0810389913878,89.82421621452373
2027-07-01,71.08103899153502,89.82421621535383
2027-08-01,71.08103899111549,89.82421621589559
2027-09-01,73.31169061907195,90.7963784486415
2027-10-01,73.31169061837377,90.79637844899081
2027-11-01,73.31169061764194,90.79637844932364
2027-12-01,71.08103898818588,89.82421621742604
2028-01-01,71.08103898739743,89.82421621778013
2028-02-01,73.31169061539374,90.79637845029643
2028-03-01,73.31169061464034,90.79637845061873
2028-04-01,73.3116906138866,90.79637845094088
2028-05-01,73.31169061313274,90.79637845126295
2028-06-01,71.08103898343927,89.82421621954252
2028-07-01,71.08103898264719,89.82421621989477
2028-08-01,71.08103898185507,89.824216220247
2028-09-01,73.31169061011698,90.79637845255112
2028-10-01,73.31169060936304,90.79637845287317
2028-11-01,73.31169060860908,90.79637845319519
2028-12-01,71.08103897868665,89.82421622165597
2029-01-01,71.08103897789454,89.8242162220082
2029-02-01,73.31169060634723,90.79637845416131
2029-03-01,73.31169060559328,90.79637845448335
2029-04-01,73.31169060483933,90.79637845480539
2029-05-01,73.31169060408538,90.79637845512744
2029-06-01,71.081038973934,89.82421622376938
2029-07-01,71.08103897314189,89.82421622412161
2029-08-01,71.08103897234979,89.82421622447384
2029-09-01,73.31169060106957,90.79637845641557
2029-10-01,73.31169060031561,90.79637845673761
2029-11-01,73.31169059956166,90.79637845705966
2029-12-01,71.08103896918135,89.8242162258828
2030-01-01,71.08103896838924,89.82421622623505
2030-02-01,73.31169059729982,90.79637845802576
2030-03-01,73.31169059654587,90.7963784583478
2030-04-01,73.31169059579192,90.79637845866984
2030-05-01,73.31169059503797,90.79637845899188
2030-06-01,71.08103896442871,89.82421622799623
