,lower anxiety,upper anxiety
2025-07-01,60.52260701106398,86.71019928991517
2025-08-01,53.15292773093971,89.79339926329727
2025-09-01,50.21649275854062,92.53383098506461
2025-10-01,45.76287915380187,93.85853378335412
2025-11-01,38.8023679805672,94.17439835652594
2025-12-01,32.80616805626026,94.43096109729349
2026-01-01,30.486560811076167,95.29183136528697
2026-02-01,30.158940145495478,96.29150185211263
2026-03-01,33.08887058535952,97.4442152277834
2026-04-01,26.677570983936988,97.2589696657798
2026-05-01,21.675093948962278,97.12209801371215
2026-06-01,18.616581674940868,97.18618337105599
2026-07-01,16.295103844590567,97.57011920309681
2026-08-01,14.38092089876101,97.89555226404914
2026-09-01,13.925420838439596,98.34131634087396
2026-10-01,12.439960553888257,98.55121484567606
2026-11-01,10.84102862205859,98.68799477802901
2026-12-01,8.855871825310253,98.71627662765079
2027-01-01,8.004247164935846,98.86793048570519
2027-02-01,7.921232881072921,99.08813308604935
2027-03-01,7.5724756092029555,99.232561127029
2027-04-01,6.565606063114354,99.27875975798379
2027-05-01,5.736038139851023,99.32462975846103
2027-06-01,4.755594772434227,99.32911614664344
2027-07-01,4.279940048867107,99.39734216829277
2027-08-01,3.8649496825444043,99.45781669486097
2027-09-01,3.851760993515889,99.55746753977341
2027-10-01,3.4969659646220546,99.60033656291577
2027-11-01,3.157642173219989,99.63552906581651
2027-12-01,2.6087802479288675,99.63445985108876
2028-01-01,2.3830166680854488,99.66817207340739
2028-02-01,2.40023073969256,99.72649524373912
2028-03-01,2.228062703740914,99.75407915723368
2028-04-01,2.019356672606981,99.77269306965421
2028-05-01,1.8355268954066002,99.78990820939767
2028-06-01,1.5303756827932267,99.78737180024194
2028-07-01,1.4044054216198514,99.80503927442979
2028-08-01,1.2908394958688212,99.82104726341193
2028-09-01,1.3106677240983018,99.85117505940713
2028-10-01,1.2079980765647358,99.86308881243583
2028-11-01,1.1126350477588856,99.87367081646345
2028-12-01,0.9311176443673791,99.87122607838661
2029-01-01,0.8611388000908766,99.88115768666567
2029-02-01,0.8796116799054959,99.90064846747588
2029-03-01,0.8177115621781288,99.90842360079996
2029-04-01,0.7561820515125238,99.91497747235162
2029-05-01,0.7001767194767051,99.9210216007562
2029-06-01,0.5892581300441418,99.91901150014128
2029-07-01,0.5475001841855923,99.92482801638889
2029-08-01,0.5091574182250733,99.93017581225891
2029-09-01,0.5232175739197243,99.94132230041629
2029-10-01,0.48739064641376467,99.94542436659773
2029-11-01,0.45415877702862845,99.94918160018135
2029-12-01,0.3836637200558689,99.94762250699279
2030-01-01,0.35817602040325847,99.9511818445451
2030-02-01,0.36949363924478523,99.95886482890907
2030-03-01,0.34568386805310475,99.96164925075902
2030-04-01,0.3231310393499838,99.96417002206101
2030-05-01,0.30226484785531044,99.9665101478439
2030-06-01,0.2563000507339548,99.96532970045567
