,lower anxiety,upper anxiety
2025-07-01,61.83736901095619,86.1809696186546
2025-08-01,66.57543386756288,89.59344242219882
2025-09-01,69.12574818252999,93.09556025429822
2025-10-01,65.83376525923782,92.06591715028738
2025-11-01,58.495135848557716,89.45940197273043
2025-12-01,57.848898703802256,89.20630513121785
2026-01-01,64.98293575290322,91.78681499034211
2026-02-01,71.64513183575727,93.83354116096616
2026-03-01,88.2297553790644,97.8333601770197
2026-04-01,78.22632226311937,95.58255187089044
2026-05-01,65.2993606516679,91.89126449122644
2026-06-01,62.20634832946836,90.83576430297158
2026-07-01,50.851053163014285,90.71257717667237
2026-08-01,56.52987289266039,92.95129563331878
2026-09-01,60.68686196204052,95.13555479862661
2026-10-01,57.054115244056455,94.39176015747124
2026-11-01,49.28250207871788,92.48688376354427
2026-12-01,48.61882076447808,92.30021777537073
2027-01-01,56.1303453201587,94.18930124652944
2027-02-01,63.53155993946116,95.66567495338938
2027-03-01,83.78773249845841,98.49634239389012
2027-04-01,71.23991336083662,96.91221928862434
2027-05-01,56.47318177658712,94.26511039477546
2027-06-01,53.157810844282395,93.49670272104127
2027-07-01,43.026545607199495,93.0466573379256
2027-08-01,48.888782066862035,94.71712585299252
2027-09-01,53.71437910317015,96.29854745590528
2027-10-01,49.9685120516234,95.72455108067406
2027-11-01,42.213360920854726,94.24468400854484
2027-12-01,41.56685512693379,94.09889874161277
2028-01-01,49.028493963238425,95.56793846201373
2028-02-01,56.70364947633942,96.70634066802411
2028-03-01,79.53029152794312,98.86558973769247
2028-04-01,65.06151132805688,97.66097946879079
2028-05-01,49.3767754914936,95.62659952776306
2028-06-01,46.03737620601008,95.03096724467613
2028-07-01,36.86359139603866,94.53815793037998
2028-08-01,42.615432889168865,95.84959389469861
2028-09-01,47.70946629969973,97.06686662002797
2028-10-01,43.98441824543953,96.60778674560392
2028-11-01,36.4807988753476,95.41893359768181
2028-12-01,35.86759334396814,95.30140458414427
2029-01-01,43.060085627260605,96.4823311188946
2029-02-01,50.730829645204544,97.39232848705382
2029-03-01,75.33673043950918,99.10615588275941
2029-04-01,59.416456441144724,98.152000312186
2029-05-01,43.40207123806231,96.52933190636847
2029-06-01,40.14629555206533,96.05154193532464
2029-07-01,31.83944398466573,95.58218946390211
2029-08-01,37.334394181184614,96.64296437798882
2029-09-01,42.467739963671114,97.61380353336776
2029-10-01,38.8478991365677,97.23786243455189
2029-11-01,31.724263889949054,96.26121835816537
2029-12-01,31.15179793483706,96.16442511200601
2030-01-01,37.9583619910956,97.13501120848862
2030-02-01,45.445652469320265,97.8799233843692
2030-03-01,71.19215467162442,99.27579923774029
2030-04-01,54.222243542126755,98.49979124520668
2030-05-01,38.28707487055133,97.17354927813899
2030-06-01,35.17651677485978,96.78146296387915
