,lower anxiety,upper anxiety
2025-07-01,66.4836392790404,90.6480110058211
2025-08-01,64.3180223094413,89.8042401894144
2025-09-01,78.04769573117673,94.55755392317427
2025-10-01,78.8177391150544,94.78717614036236
2025-11-01,71.63006377713262,92.50258157277382
2025-12-01,62.157861415779394,88.9211720574955
2026-01-01,72.91249111162351,92.93460071244498
2026-02-01,74.91230973166294,93.58632171303573
2026-03-01,87.52899821390778,97.16737078021796
2026-04-01,72.86881297413997,92.92007144429694
2026-05-01,59.96109405535704,87.97748150788465
2026-06-01,56.70772783347423,86.48750316283899
2026-07-01,58.81595424472978,93.08606405852582
2026-08-01,56.47922512751664,92.4439036391293
2026-09-01,71.90763245920421,96.02124414752063
2026-10-01,72.81803727851769,96.19161055097325
2026-11-01,64.51124786591257,94.48661018781152
2026-12-01,54.18256802434029,91.76848164454803
2027-01-01,65.96255122517869,94.81073386541048
2027-02-01,68.25203871367259,95.29817851457764
2027-03-01,83.47939404416941,97.9445679430713
2027-04-01,65.91290592234469,94.79984623931607
2027-05-01,51.88123724785737,91.04287115733177
2027-06-01,48.53485057283117,89.88910133769033
2027-07-01,52.603888138599984,94.54287508024272
2027-08-01,50.213053401706254,94.02732061946077
2027-09-01,66.5470777722679,96.88041305728703
2027-10-01,67.55281079488117,97.01514361529746
2027-11-01,58.55285825590352,95.66211288604431
2027-12-01,47.89081158728122,93.4834404767008
2028-01-01,60.09710629285727,95.92012721822461
2028-02-01,62.557166934398154,96.3074418787222
2028-03-01,79.70361856188765,98.3954630384762
2028-04-01,60.044088197906916,95.91146638906937
2028-05-01,45.59080259130872,92.89728499559332
2028-06-01,42.29353244943377,91.96126486694403
2028-07-01,47.295377499138034,95.54133111913815
2028-08-01,44.91716138970555,95.11521342758323
2028-09-01,61.66207144345004,97.46274285833631
2028-10-01,62.73241880236087,97.57296157979955
2028-11-01,53.31937110243795,96.46348726801023
2028-12-01,42.630125618708206,94.66476053474356
2029-01-01,54.90844563282731,96.67550400914048
2029-02-01,57.461966450899304,96.99337397562425
2029-03-01,76.04827641408511,98.69887069448441
2029-04-01,54.85371252137513,96.66839061674948
2029-05-01,40.38694936049662,94.17822947431131
2029-06-01,37.20865393366402,93.39899790066039
2029-07-01,42.66475003283535,96.27449498861061
2029-08-01,40.341153293298824,95.91543489808925
2029-09-01,57.15008329530723,97.88701824005766
2029-10-01,58.26112993098148,97.9791958308514
2029-11-01,48.64329641005424,97.04973275195198
2029-12-01,38.12584119616395,95.5352958399896
2030-01-01,50.243005668565495,97.22762371345675
2030-02-01,52.83377816395341,97.4940874134579
2030-03-01,72.47354111594744,98.91881873887048
2030-04-01,50.18774697971588,97.22165737835815
2030-05-01,35.97106661713465,95.12404674064484
2030-06-01,32.94820675880836,94.46394742805336
