,lower anxiety,upper anxiety
2025-07-01,66.1215381918521,86.31690802518634
2025-08-01,66.69338308385885,87.84921117770843
2025-09-01,69.5710373670011,89.41001763725293
2025-10-01,69.8276856712977,89.57545597754617
2025-11-01,69.94522698851131,89.6421397496768
2025-12-01,67.65616290572628,88.6143002393073
2026-01-01,67.6795243042775,88.62713548291215
2026-02-01,70.02903700962914,89.68676795126017
2026-03-01,70.03318183316827,89.6889163665418
2026-04-01,70.03495948029669,89.68983614353627
2026-05-01,70.03572150552266,89.6902301241593
2026-06-01,67.69688890653218,88.6365633350156
2026-07-01,67.69703474836099,88.63664211751521
2026-08-01,67.69709724438422,88.6366758760679
2026-09-01,70.03627372199533,89.69051552103335
2026-10-01,70.03628473364489,89.69052121226152
2026-11-01,70.03628945153558,89.69052365134188
2026-12-01,67.69714252125088,88.63670033700548
2027-01-01,67.69714342289184,88.63670082536032
2027-02-01,70.03629270774479,89.69052533762493
2027-03-01,70.036292865563,89.69052542041723
2027-04-01,70.03629293244707,89.69052545622209
2027-05-01,70.03629296036476,89.69052547189226
2027-06-01,67.69714408341827,88.6367011889054
2027-07-01,67.6971440876543,88.636701192549
2027-08-01,67.69714408869534,88.63670119446692
2027-09-01,70.03629297633421,89.69052548512212
2027-10-01,70.0362929754564,89.69052548591307
2027-11-01,70.03629297433733,89.69052548657936
2027-12-01,67.69714408501257,88.63670119790025
2028-01-01,67.69714408369256,88.63670119854288
2028-02-01,70.03629297056244,89.6905254883624
2028-03-01,70.03629296926857,89.69052548893836
2028-04-01,70.03629296797124,89.69052548951255
2028-05-01,70.03629296667239,89.69052549008593
2028-06-01,67.69714407694498,88.63670120167646
2028-07-01,67.69714407559057,88.63670120230053
2028-08-01,67.69714407423604,88.63670120292453
2028-09-01,70.03629296147339,89.69052549237766
2028-10-01,70.03629296017344,89.69052549295048
2028-11-01,70.0362929588735,89.6905254935233
2028-12-01,67.69714406881758,88.63670120542037
2029-01-01,67.69714406746296,88.63670120604431
2029-02-01,70.03629295497363,89.69052549524177
2029-03-01,70.03629295367368,89.69052549581461
2029-04-01,70.03629295237373,89.69052549638741
2029-05-01,70.03629295107376,89.69052549696025
2029-06-01,67.6971440606898,88.63670120916406
2029-07-01,67.69714405933517,88.63670120978803
2029-08-01,67.69714405798054,88.63670121041197
2029-09-01,70.03629294587392,89.69052549925152
2029-10-01,70.03629294457397,89.69052549982435
2029-11-01,70.03629294327402,89.69052550039717
2029-12-01,67.69714405256202,88.63670121290778
2030-01-01,67.69714405120739,88.63670121353174
2030-02-01,70.03629293937415,89.69052550211563
2030-03-01,70.0362929380742,89.69052550268844
2030-04-01,70.03629293677423,89.69052550326128
2030-05-01,70.03629293547426,89.6905255038341
2030-06-01,67.69714404443424,88.63670121665149
