,lower anxiety,upper anxiety
2025-07-01,74.03341451671764,91.63743897939962
2025-08-01,68.75403735508192,93.06918871609932
2025-09-01,67.91214454501281,94.28258166878153
2025-10-01,65.41069246320585,94.93223998334769
2025-11-01,62.803367571094405,95.4791667063446
2025-12-01,57.75905509690018,95.46814473191985
2026-01-01,55.39689806400785,95.86312375155798
2026-02-01,55.76735037220372,96.57347230046562
2026-03-01,53.649941805670174,96.84564507119097
2026-04-01,51.62491136329482,97.08425003764508
2026-05-01,49.68813208205569,97.29585448213918
2026-06-01,45.22039953305752,97.21391941859301
2026-07-01,43.45678496859871,97.40114901599908
2026-08-01,41.77131479731015,97.57009563797763
2026-09-01,42.707147129360514,97.94561765278745
2026-10-01,41.135115909761375,98.07166465548318
2026-11-01,39.62615101140483,98.186761419472
2026-12-01,35.731875802120605,98.1066062212999
2027-01-01,34.38066771486597,98.21382320228544
2027-02-01,35.45148784133868,98.47835309094658
2027-03-01,34.16931393328329,98.56079973306122
2027-04-01,32.93811093522773,98.63712461084526
2027-05-01,31.75579567458869,98.70793230492788
2027-06-01,28.436115766181803,98.63973142206618
2027-07-01,27.392740062747063,98.70763115866917
2027-08-01,26.392837052897818,98.770979714571
2027-09-01,27.476674503849704,98.94564728780519
2027-10-01,26.51040652312761,98.99563968279602
2027-11-01,25.582178678104302,99.04248721277958
2027-12-01,22.79020623652913,98.9862235033681
2028-01-01,21.980107711864054,99.0320071081315
2028-02-01,23.010359764206797,99.16659975273691
2028-03-01,22.21921576481684,99.20318784664151
2028-04-01,21.45886621087492,99.23768187872437
2028-05-01,20.72803093590841,99.2702352795306
2028-06-01,18.39657084129766,99.22409087694471
2028-07-01,17.76386555712585,99.25633910515474
2028-08-01,17.15631449375831,99.28686095903464
2028-09-01,18.076015483686266,99.38365212843367
2028-10-01,17.475311306528948,99.4083637937919
2028-11-01,16.897473955149117,99.43180901188227
2028-12-01,14.956244010928476,99.39388628523332
2029-01-01,14.458832972215275,99.417351265465
2029-02-01,15.291850641359172,99.49533200365424
2029-03-01,14.796364417314793,99.51446733421146
2029-04-01,14.319377667125487,99.53268599108162
2029-05-01,13.860126160052184,99.55004279704194
2029-06-01,12.244126747070384,99.51872663061418
2029-07-01,11.850341465362195,99.53623918536024
2029-08-01,11.471331382627548,99.55295326350551
2029-09-01,12.186316363969599,99.61181470104272
2029-10-01,11.805387525787074,99.62555576401824
2029-11-01,11.438256345674743,99.63869079150875
2029-12-01,10.090932949780546,99.61268247290646
2030-01-01,9.776955284690276,99.62602279305445
2030-02-01,10.414169200687889,99.67477888666099
2030-03-01,10.096866813049056,99.68579877179333
2030-04-01,9.790795279671421,99.69635744092342
2030-05-01,9.495506225208821,99.70647855665256
2030-06-01,8.369255768478558,99.68475197075452
