,lower anxiety,upper anxiety
2025-07-01,63.41975532545309,84.37058905291627
2025-08-01,64.01576974733324,87.9698562173038
2025-09-01,71.31876536297203,91.14208860080853
2025-10-01,68.50173630124077,89.99896517896374
2025-11-01,66.99538667356867,89.36097335293726
2025-12-01,60.967174381391125,86.60061019334181
2026-01-01,65.28900393565591,88.61436355321959
2026-02-01,67.34152016876753,89.50928734418969
2026-03-01,71.88483399661663,91.36430415448247
2026-04-01,70.6063148240594,90.85892022571568
2026-05-01,60.32434961215245,86.28495772253186
2026-06-01,68.74662168461812,90.10087756894674
2026-07-01,65.38099180646532,88.93498302639209
2026-08-01,66.55551141773539,89.58220305979673
2026-09-01,73.09367240602133,92.15284145418048
2026-10-01,72.45700224824425,91.91726755515974
2026-11-01,65.29061566746871,89.04873102481358
2026-12-01,62.22512233849803,87.68569907155765
2027-01-01,69.2252591020653,90.67492059136053
2027-02-01,71.38140226530442,91.51257046307403
2027-03-01,85.58623411759373,96.25061287378018
2027-04-01,78.03686239821029,93.88748999140772
2027-05-01,63.99909965845868,88.48530115948554
2027-06-01,63.81235009428843,88.4025483737509
2027-07-01,57.77118239715786,88.53265742586825
2027-08-01,59.550535382900215,90.44273309987793
2027-09-01,67.18582764142253,92.96032179793293
2027-10-01,64.75022299660218,92.21608691419779
2027-11-01,61.59774334318743,91.18547316332585
2027-12-01,56.04030984758252,89.15591616653495
2028-01-01,61.30296336180293,91.08493268180698
2028-02-01,63.525345703680436,91.82507516609493
2028-03-01,71.76800122132832,94.25144312920487
2028-04-01,68.08722865183593,93.22512512872439
2028-05-01,56.012069049913094,89.14482806931099
2028-06-01,62.635157886821034,91.53348352469416
2028-07-01,58.821942326265685,90.65881553146754
2028-08-01,60.400256572634525,91.42155918877557
2028-09-01,67.66128945611301,93.60207397798082
2028-10-01,66.53026657974601,93.28827733905547
2028-11-01,59.906549196158004,91.26451082565184
2028-12-01,56.08471251414955,89.92921288732354
2029-01-01,63.008531683175725,92.25414885954399
2029-02-01,65.33399960056862,92.94696218538206
2029-03-01,79.87978892947145,96.52342478665624
2029-04-01,72.10881553785802,94.7584999588311
2029-05-01,57.4801957347072,90.43272528042543
2029-06-01,59.0042199278232,90.96140852255958
2029-07-01,54.00662988566622,90.59082779826531
2029-08-01,56.047712566704355,91.90610421207549
2029-09-01,63.87073347865702,94.0391827241016
2029-10-01,61.669839017350846,93.48864086136491
2029-11-01,57.505794456321595,92.35249029038877
2029-12-01,52.2732666004949,90.71808725292158
2030-01-01,58.077125621871026,92.51629830757267
2030-02-01,60.4033485083243,93.15679279275373
2030-03-01,70.93413747941374,95.61015563246241
2030-04-01,65.78102761319279,94.49197604260466
2030-05-01,52.606440266466926,90.8299720083203
2030-06-01,58.084028705638715,92.51826132509778
