,lower anxiety,upper anxiety
2025-07-01,70.80789249110938,87.60966258630025
2025-08-01,70.49037868543326,88.6308585465324
2025-09-01,73.6625457139729,90.33475475265881
2025-10-01,73.17019587576517,90.1584076695701
2025-11-01,68.44462695249086,87.94355348811192
2025-12-01,63.018519398743656,85.14566068656453
2026-01-01,73.61004471336267,90.3692149150355
2026-02-01,79.3520949118119,92.8206394611225
2026-03-01,82.02487745841783,93.88445611526026
2026-04-01,78.08594134612852,92.30023112532017
2026-05-01,67.95728949118785,87.70678475997752
2026-06-01,68.1476748787913,87.80089558880466
2026-07-01,69.40151118206347,88.41286765285275
2026-08-01,70.21824401110415,88.8040751567634
2026-09-01,73.61701613900237,90.37268899515175
2026-10-01,73.1647172034537,90.16927206081589
2026-11-01,68.4456302111917,87.94778818011518
2026-12-01,63.01983408243015,85.14760554169814
2027-01-01,73.61061302825851,90.36982263074
2027-02-01,79.35224857776198,92.8208882232528
2027-03-01,82.02485440297706,93.88459151639317
2027-04-01,78.08582034471515,92.30035514709155
2027-05-01,67.95707729182143,87.7069425835746
2027-06-01,68.14743561570671,87.80103835747335
2027-07-01,69.40146522209167,88.41290096304594
2027-08-01,70.21823673830642,88.80408370989599
2027-09-01,73.617015833402,90.37269123388432
2027-10-01,73.16471768053756,90.16927285484478
2027-11-01,68.44563058451432,87.94778856586862
2027-12-01,63.01983427417117,85.1476057576446
2028-01-01,73.61061308031259,90.3698227112264
2028-02-01,79.35224857416499,92.8208882621862
2028-03-01,82.0248543786591,93.88459154108259
2028-04-01,78.08582030471905,92.30035517258361
2028-05-01,67.95707723379569,87.70694261865687
2028-06-01,68.14743555449868,87.80103839065052
2028-07-01,69.40146518485078,88.41290098235316
2028-08-01,70.21823670620466,88.8040837257725
2028-09-01,73.61701580436326,90.37269124714639
2028-10-01,73.16471765127706,90.16927286817759
2028-11-01,68.44563055230932,87.94778858174344
2028-12-01,63.019834239395124,85.14760577655515
2029-01-01,73.61061305131234,90.36982272423214
2029-02-01,79.3522485496986,92.8208882721423
2029-03-01,82.02485435663954,93.88459154965987
2029-04-01,78.08582027916216,92.30035518319971
2029-05-01,67.95707720127322,87.70694263476152
2029-06-01,68.14743552207845,87.80103840664887
2029-07-01,69.4014651531365,88.41290099765354
2029-08-01,70.21823667497418,88.80408374062145
2029-09-01,73.61701577535776,90.37269126014057
2029-10-01,73.16471762195557,90.16927288141642
2029-11-01,68.44563052005549,87.94778859757372
2029-12-01,63.019834204591795,85.147605795442
2030-01-01,73.61061302230232,90.36982273722975
2030-02-01,79.35224852522968,92.82088828209493
2030-03-01,82.02485433462023,93.88459155823521
2030-04-01,78.085820253607,92.300355193814
2030-05-01,67.9570771687538,87.70694265086391
2030-06-01,68.14743548966165,87.80103842264515
